VARIABLE	TYPE	NGENES	BETA	BETA_STD	SE	P	FULL_NAME	term	shortname	P_adjusted	significant_P_adj	tissue_name
Brain_Hippocampus	COVAR	17350	0.027958	0.047355	0.0059981	1.5847e-06	Brain_Hippocampus	f1190	Daytime Naps	4.12022e-05	TRUE	Brain Hippocampus
Brain_Hypothalamus	COVAR	17350	0.033679	0.057989	0.0060863	1.5921e-08	Brain_Hypothalamus	f1190	Daytime Naps	4.13946e-07	TRUE	Brain Hypothalamus
Brain_Nucleus_accumbens_basa...	COVAR	17350	0.035242	0.061156	0.0057112	3.4802e-10	Brain_Nucleus_accumbens_basal_ganglia	f1190	Daytime Naps	9.04852e-09	TRUE	Brain Nucleus accumbens basal ganglia
Brain_Putamen_basal_ganglia	COVAR	17350	0.030701	0.052249	0.005953	1.2674e-07	Brain_Putamen_basal_ganglia	f1190	Daytime Naps	3.29524e-06	TRUE	Brain Putamen basal ganglia
Brain_Spinal_cord_cervical_c...	COVAR	17350	0.016327	0.029357	0.0064742	0.005841	Brain_Spinal_cord_cervical_c-1	f1190	Daytime Naps	0.151866	FALSE	Brain Spinal cord cervical c-1
Brain_Substantia_nigra	COVAR	17350	0.026254	0.045206	0.0064327	2.2494e-05	Brain_Substantia_nigra	f1190	Daytime Naps	0.000584844	TRUE	Brain Substantia nigra
Breast_Mammary_Tissue	COVAR	17350	-0.048867	-0.094018	0.0094772	1	Breast_Mammary_Tissue	f1190	Daytime Naps	1	FALSE	Breast Mammary Tissue
Cells_Cultured_fibroblasts	COVAR	17350	-0.0065473	-0.014032	0.0049063	0.90897	Cells_Cultured_fibroblasts	f1190	Daytime Naps	1	FALSE	Cells Cultured fibroblasts
Cells_EBV-transformed_lympho...	COVAR	17350	-0.0013259	-0.0028934	0.0036679	0.64113	Cells_EBV-transformed_lymphocytes	f1190	Daytime Naps	1	FALSE	Cells EBV-transformed lymphocytes
Cervix_Ectocervix	COVAR	17350	-0.023856	-0.046785	0.0090512	0.9958	Cervix_Ectocervix	f1190	Daytime Naps	1	FALSE	Cervix Ectocervix
Cervix_Endocervix	COVAR	17350	-0.014415	-0.028549	0.0086384	0.9524	Cervix_Endocervix	f1190	Daytime Naps	1	FALSE	Cervix Endocervix
Colon_Sigmoid	COVAR	17350	-0.011455	-0.022419	0.0094123	0.8882	Colon_Sigmoid	f1190	Daytime Naps	1	FALSE	Colon Sigmoid
Colon_Transverse	COVAR	17350	-0.025107	-0.046182	0.008565	0.99831	Colon_Transverse	f1190	Daytime Naps	1	FALSE	Colon Transverse
Esophagus_Gastroesophageal_J...	COVAR	17350	-0.0085063	-0.016751	0.0096457	0.81107	Esophagus_Gastroesophageal_Junction	f1190	Daytime Naps	1	FALSE	Esophagus Gastroesophageal Junction
Esophagus_Mucosa	COVAR	17350	-0.016964	-0.03281	0.0056751	0.9986	Esophagus_Mucosa	f1190	Daytime Naps	1	FALSE	Esophagus Mucosa
Esophagus_Muscularis	COVAR	17350	-0.0088842	-0.01753	0.009349	0.82901	Esophagus_Muscularis	f1190	Daytime Naps	1	FALSE	Esophagus Muscularis
Fallopian_Tube	COVAR	17350	-0.033658	-0.065329	0.0088351	0.99993	Fallopian_Tube	f1190	Daytime Naps	1	FALSE	Fallopian Tube
Heart_Atrial_Appendage	COVAR	17350	-0.017824	-0.032009	0.0071707	0.99353	Heart_Atrial_Appendage	f1190	Daytime Naps	1	FALSE	Heart Atrial Appendage
Heart_Left_Ventricle	COVAR	17350	-0.014118	-0.023572	0.0068116	0.98089	Heart_Left_Ventricle	f1190	Daytime Naps	1	FALSE	Heart Left Ventricle
Kidney_Cortex	COVAR	17350	-0.013076	-0.022987	0.0067962	0.97281	Kidney_Cortex	f1190	Daytime Naps	1	FALSE	Kidney Cortex
Kidney_Medulla	COVAR	17350	-0.013055	-0.024153	0.0069916	0.96906	Kidney_Medulla	f1190	Daytime Naps	1	FALSE	Kidney Medulla
Liver	COVAR	17350	-0.012246	-0.022057	0.0047735	0.99484	Liver	f1190	Daytime Naps	1	FALSE	Liver
Lung	COVAR	17350	-0.020445	-0.039545	0.0069157	0.99844	Lung	f1190	Daytime Naps	1	FALSE	Lung
Minor_Salivary_Gland	COVAR	17350	-0.027895	-0.051938	0.0071981	0.99995	Minor_Salivary_Gland	f1190	Daytime Naps	1	FALSE	Minor Salivary Gland
Muscle_Skeletal	COVAR	17350	-0.0069771	-0.0132	0.0051541	0.91207	Muscle_Skeletal	f1190	Daytime Naps	1	FALSE	Muscle Skeletal
Nerve_Tibial	COVAR	17350	-0.01091	-0.021968	0.0075676	0.92528	Nerve_Tibial	f1190	Daytime Naps	1	FALSE	Nerve Tibial
Ovary	COVAR	17350	-0.0098742	-0.020023	0.0072367	0.91378	Ovary	f1190	Daytime Naps	1	FALSE	Ovary
Pancreas	COVAR	17350	-0.0088686	-0.014835	0.0063355	0.91921	Pancreas	f1190	Daytime Naps	1	FALSE	Pancreas
Pituitary	COVAR	17350	0.016613	0.030979	0.0067409	0.0068655	Pituitary	f1190	Daytime Naps	0.178503	FALSE	Pituitary
Prostate	COVAR	17350	-0.020623	-0.039142	0.008913	0.98965	Prostate	f1190	Daytime Naps	1	FALSE	Prostate
Skin_Not_Sun_Exposed_Suprapu...	COVAR	17350	-0.014761	-0.028484	0.0057666	0.99476	Skin_Not_Sun_Exposed_Suprapubic	f1190	Daytime Naps	1	FALSE	Skin Not Sun Exposed Suprapubic
Skin_Sun_Exposed_Lower_leg	COVAR	17350	-0.014044	-0.027269	0.0057851	0.9924	Skin_Sun_Exposed_Lower_leg	f1190	Daytime Naps	1	FALSE	Skin Sun Exposed Lower leg
Small_Intestine_Terminal_Ile...	COVAR	17350	-0.018818	-0.034619	0.0071488	0.99576	Small_Intestine_Terminal_Ileum	f1190	Daytime Naps	1	FALSE	Small Intestine Terminal Ileum
Spleen	COVAR	17350	-0.011135	-0.022075	0.0055484	0.97761	Spleen	f1190	Daytime Naps	1	FALSE	Spleen
Stomach	COVAR	17350	-0.022697	-0.041252	0.0090307	0.99402	Stomach	f1190	Daytime Naps	1	FALSE	Stomach
Testis	COVAR	17350	0.0023526	0.0040635	0.0041892	0.2872	Testis	f1190	Daytime Naps	1	FALSE	Testis
Thyroid	COVAR	17350	-0.018109	-0.03587	0.0072885	0.99351	Thyroid	f1190	Daytime Naps	1	FALSE	Thyroid
Uterus	COVAR	17350	-0.016834	-0.034309	0.0081699	0.98032	Uterus	f1190	Daytime Naps	1	FALSE	Uterus
Vagina	COVAR	17350	-0.030429	-0.058226	0.0081817	0.9999	Vagina	f1190	Daytime Naps	1	FALSE	Vagina
Whole_Blood	COVAR	17350	-0.0085913	-0.015529	0.0042289	0.97889	Whole_Blood	f1190	Daytime Naps	1	FALSE	Whole Blood
Adipose_Subcutaneous	COVAR	17344	-0.017827	-0.035589	0.0074064	0.99195	Adipose_Subcutaneous	f1239	Current smoker	1	FALSE	Adipose Subcutaneous
Adipose_Visceral_Omentum	COVAR	17344	-0.019486	-0.037859	0.0076577	0.99453	Adipose_Visceral_Omentum	f1239	Current smoker	1	FALSE	Adipose Visceral Omentum
Adrenal_Gland	COVAR	17344	-0.0092187	-0.0178	0.0068869	0.90964	Adrenal_Gland	f1239	Current smoker	1	FALSE	Adrenal Gland
Artery_Aorta	COVAR	17344	-0.023474	-0.047912	0.0070444	0.99957	Artery_Aorta	f1239	Current smoker	1	FALSE	Artery Aorta
Artery_Coronary	COVAR	17344	-0.029466	-0.058674	0.008208	0.99983	Artery_Coronary	f1239	Current smoker	1	FALSE	Artery Coronary
Artery_Tibial	COVAR	17344	-0.014226	-0.029294	0.0069019	0.98035	Artery_Tibial	f1239	Current smoker	1	FALSE	Artery Tibial
Bladder	COVAR	17344	-0.018149	-0.035385	0.009009	0.97801	Bladder	f1239	Current smoker	1	FALSE	Bladder
Brain_Amygdala	COVAR	17344	0.013172	0.022443	0.0054008	0.0073727	Brain_Amygdala	f1239	Current smoker	0.1916902	FALSE	Brain Amygdala
Brain_Anterior_cingulate_cor...	COVAR	17344	0.015849	0.028002	0.0049734	0.00072063	Brain_Anterior_cingulate_cortex_BA24	f1239	Current smoker	0.01873638	TRUE	Brain Anterior cingulate cortex BA24
Brain_Caudate_basal_ganglia	COVAR	17344	0.015949	0.027555	0.0054085	0.0015967	Brain_Caudate_basal_ganglia	f1239	Current smoker	0.0415142	TRUE	Brain Caudate basal ganglia
Brain_Cerebellar_Hemisphere	COVAR	17344	0.017292	0.034702	0.0041845	1.8044e-05	Brain_Cerebellar_Hemisphere	f1239	Current smoker	0.000469144	TRUE	Brain Cerebellar Hemisphere
Brain_Cerebellum	COVAR	17344	0.019229	0.038178	0.0043144	4.1816e-06	Brain_Cerebellum	f1239	Current smoker	0.0001087216	TRUE	Brain Cerebellum
Brain_Cortex	COVAR	17344	0.019017	0.034689	0.0049102	5.3986e-05	Brain_Cortex	f1239	Current smoker	0.001403636	TRUE	Brain Cortex
Brain_Frontal_Cortex_BA9	COVAR	17344	0.017313	0.031909	0.0047413	0.00013074	Brain_Frontal_Cortex_BA9	f1239	Current smoker	0.00339924	TRUE	Brain Frontal Cortex BA9
Brain_Hippocampus	COVAR	17344	0.011562	0.019584	0.0054996	0.017766	Brain_Hippocampus	f1239	Current smoker	0.461916	FALSE	Brain Hippocampus
Brain_Hypothalamus	COVAR	17344	0.015012	0.025846	0.005595	0.0036514	Brain_Hypothalamus	f1239	Current smoker	0.0949364	FALSE	Brain Hypothalamus
Brain_Nucleus_accumbens_basa...	COVAR	17344	0.017721	0.030753	0.0052266	0.00034946	Brain_Nucleus_accumbens_basal_ganglia	f1239	Current smoker	0.00908596	TRUE	Brain Nucleus accumbens basal ganglia
Brain_Putamen_basal_ganglia	COVAR	17344	0.013356	0.02273	0.0054507	0.0071411	Brain_Putamen_basal_ganglia	f1239	Current smoker	0.1856686	FALSE	Brain Putamen basal ganglia
Brain_Spinal_cord_cervical_c...	COVAR	17344	-0.0022494	-0.0040443	0.0059229	0.64794	Brain_Spinal_cord_cervical_c-1	f1239	Current smoker	1	FALSE	Brain Spinal cord cervical c-1
Brain_Substantia_nigra	COVAR	17344	0.004528	0.0077961	0.0059007	0.22144	Brain_Substantia_nigra	f1239	Current smoker	1	FALSE	Brain Substantia nigra
Breast_Mammary_Tissue	COVAR	17344	-0.013353	-0.025687	0.0086991	0.9376	Breast_Mammary_Tissue	f1239	Current smoker	1	FALSE	Breast Mammary Tissue
Cells_Cultured_fibroblasts	COVAR	17344	-0.003323	-0.0071217	0.004485	0.77062	Cells_Cultured_fibroblasts	f1239	Current smoker	1	FALSE	Cells Cultured fibroblasts
Cells_EBV-transformed_lympho...	COVAR	17344	-0.0054538	-0.011902	0.0033432	0.94858	Cells_EBV-transformed_lymphocytes	f1239	Current smoker	1	FALSE	Cells EBV-transformed lymphocytes
Cervix_Ectocervix	COVAR	17344	0.0068546	0.013441	0.0082898	0.20416	Cervix_Ectocervix	f1239	Current smoker	1	FALSE	Cervix Ectocervix
Cervix_Endocervix	COVAR	17344	0.0011062	0.0021908	0.0079172	0.44444	Cervix_Endocervix	f1239	Current smoker	1	FALSE	Cervix Endocervix
Colon_Sigmoid	COVAR	17344	-0.00075271	-0.0014728	0.0085964	0.53489	Colon_Sigmoid	f1239	Current smoker	1	FALSE	Colon Sigmoid
Colon_Transverse	COVAR	17344	-0.016263	-0.029912	0.0079567	0.97951	Colon_Transverse	f1239	Current smoker	1	FALSE	Colon Transverse
Esophagus_Gastroesophageal_J...	COVAR	17344	-0.0080679	-0.015885	0.0087906	0.82063	Esophagus_Gastroesophageal_Junction	f1239	Current smoker	1	FALSE	Esophagus Gastroesophageal Junction
Esophagus_Mucosa	COVAR	17344	-0.0093518	-0.018086	0.0052118	0.96361	Esophagus_Mucosa	f1239	Current smoker	1	FALSE	Esophagus Mucosa
Esophagus_Muscularis	COVAR	17344	-0.0083031	-0.016381	0.0085352	0.83467	Esophagus_Muscularis	f1239	Current smoker	1	FALSE	Esophagus Muscularis
Fallopian_Tube	COVAR	17344	-0.0073303	-0.014226	0.0081123	0.81689	Fallopian_Tube	f1239	Current smoker	1	FALSE	Fallopian Tube
Heart_Atrial_Appendage	COVAR	17344	-0.015349	-0.027557	0.0065115	0.99079	Heart_Atrial_Appendage	f1239	Current smoker	1	FALSE	Heart Atrial Appendage
Heart_Left_Ventricle	COVAR	17344	-0.011905	-0.01987	0.0061849	0.97286	Heart_Left_Ventricle	f1239	Current smoker	1	FALSE	Heart Left Ventricle
Kidney_Cortex	COVAR	17344	-0.0088933	-0.01563	0.0061875	0.92467	Kidney_Cortex	f1239	Current smoker	1	FALSE	Kidney Cortex
Kidney_Medulla	COVAR	17344	-0.0092944	-0.017192	0.0063721	0.92765	Kidney_Medulla	f1239	Current smoker	1	FALSE	Kidney Medulla
Liver	COVAR	17344	0.0011114	0.0020013	0.0043416	0.39898	Liver	f1239	Current smoker	1	FALSE	Liver
Lung	COVAR	17344	-0.011236	-0.021733	0.0062756	0.9633	Lung	f1239	Current smoker	1	FALSE	Lung
Minor_Salivary_Gland	COVAR	17344	-0.0089224	-0.016611	0.0066122	0.91138	Minor_Salivary_Gland	f1239	Current smoker	1	FALSE	Minor Salivary Gland
Muscle_Skeletal	COVAR	17344	-0.0034254	-0.0064793	0.0047058	0.76666	Muscle_Skeletal	f1239	Current smoker	1	FALSE	Muscle Skeletal
Nerve_Tibial	COVAR	17344	-0.00139	-0.0027987	0.0069104	0.5797	Nerve_Tibial	f1239	Current smoker	1	FALSE	Nerve Tibial
Ovary	COVAR	17344	0.00077066	0.0015626	0.0066068	0.45357	Ovary	f1239	Current smoker	1	FALSE	Ovary
Pancreas	COVAR	17344	-0.0026302	-0.0043978	0.0057293	0.67691	Pancreas	f1239	Current smoker	1	FALSE	Pancreas
Pituitary	COVAR	17344	0.010483	0.019547	0.0061715	0.044702	Pituitary	f1239	Current smoker	1	FALSE	Pituitary
Prostate	COVAR	17344	-0.0034473	-0.0065422	0.0082365	0.66222	Prostate	f1239	Current smoker	1	FALSE	Prostate
Skin_Not_Sun_Exposed_Suprapu...	COVAR	17344	-0.0012152	-0.0023445	0.0052861	0.59091	Skin_Not_Sun_Exposed_Suprapubic	f1239	Current smoker	1	FALSE	Skin Not Sun Exposed Suprapubic
Skin_Sun_Exposed_Lower_leg	COVAR	17344	-0.0010455	-0.0020295	0.0052986	0.57821	Skin_Sun_Exposed_Lower_leg	f1239	Current smoker	1	FALSE	Skin Sun Exposed Lower leg
Small_Intestine_Terminal_Ile...	COVAR	17344	-0.015894	-0.029241	0.0066054	0.99194	Small_Intestine_Terminal_Ileum	f1239	Current smoker	1	FALSE	Small Intestine Terminal Ileum
Spleen	COVAR	17344	-0.010292	-0.020405	0.0050668	0.97887	Spleen	f1239	Current smoker	1	FALSE	Spleen
Stomach	COVAR	17344	-0.0099068	-0.018003	0.0082399	0.88537	Stomach	f1239	Current smoker	1	FALSE	Stomach
Testis	COVAR	17344	-2.4558e-05	-4.2408e-05	0.0038155	0.50257	Testis	f1239	Current smoker	1	FALSE	Testis
Thyroid	COVAR	17344	-0.0040571	-0.0080368	0.0066219	0.72995	Thyroid	f1239	Current smoker	1	FALSE	Thyroid
Uterus	COVAR	17344	0.00039277	0.00080045	0.0074444	0.47896	Uterus	f1239	Current smoker	1	FALSE	Uterus
Vagina	COVAR	17344	-0.006028	-0.011533	0.0075372	0.78807	Vagina	f1239	Current smoker	1	FALSE	Vagina
Whole_Blood	COVAR	17344	-0.0078877	-0.014256	0.0038564	0.97958	Whole_Blood	f1239	Current smoker	1	FALSE	Whole Blood
Adipose_Subcutaneous	COVAR	17352	-0.016927	-0.033796	0.0075646	0.98737	Adipose_Subcutaneous	f1319	Dried fruit intake	1	FALSE	Adipose Subcutaneous
Adipose_Visceral_Omentum	COVAR	17352	-0.022942	-0.044581	0.0078639	0.99823	Adipose_Visceral_Omentum	f1319	Dried fruit intake	1	FALSE	Adipose Visceral Omentum
Adrenal_Gland	COVAR	17352	-0.0037756	-0.0072909	0.0070363	0.70422	Adrenal_Gland	f1319	Dried fruit intake	1	FALSE	Adrenal Gland
Artery_Aorta	COVAR	17352	-0.015527	-0.031698	0.0071938	0.98454	Artery_Aorta	f1319	Dried fruit intake	1	FALSE	Artery Aorta
Artery_Coronary	COVAR	17352	-0.024961	-0.049711	0.0083588	0.99859	Artery_Coronary	f1319	Dried fruit intake	1	FALSE	Artery Coronary
Artery_Tibial	COVAR	17352	-0.015727	-0.032391	0.0070361	0.98729	Artery_Tibial	f1319	Dried fruit intake	1	FALSE	Artery Tibial
Bladder	COVAR	17352	-0.027508	-0.05365	0.0092403	0.99854	Bladder	f1319	Dried fruit intake	1	FALSE	Bladder
Brain_Amygdala	COVAR	17352	0.017732	0.030217	0.0055196	0.00065918	Brain_Amygdala	f1319	Dried fruit intake	0.01713868	TRUE	Brain Amygdala
Brain_Anterior_cingulate_cor...	COVAR	17352	0.019791	0.034967	0.0050829	4.9569e-05	Brain_Anterior_cingulate_cortex_BA24	f1319	Dried fruit intake	0.001288794	TRUE	Brain Anterior cingulate cortex BA24
Brain_Caudate_basal_ganglia	COVAR	17352	0.020268	0.035019	0.005546	0.00012924	Brain_Caudate_basal_ganglia	f1319	Dried fruit intake	0.00336024	TRUE	Brain Caudate basal ganglia
Brain_Cerebellar_Hemisphere	COVAR	17352	0.016457	0.033026	0.0042779	6.0025e-05	Brain_Cerebellar_Hemisphere	f1319	Dried fruit intake	0.00156065	TRUE	Brain Cerebellar Hemisphere
Brain_Cerebellum	COVAR	17352	0.017248	0.034243	0.0044146	4.6913e-05	Brain_Cerebellum	f1319	Dried fruit intake	0.001219738	TRUE	Brain Cerebellum
Brain_Cortex	COVAR	17352	0.021637	0.039469	0.0050174	8.1234e-06	Brain_Cortex	f1319	Dried fruit intake	0.0002112084	TRUE	Brain Cortex
Brain_Frontal_Cortex_BA9	COVAR	17352	0.020391	0.037583	0.0048397	1.265e-05	Brain_Frontal_Cortex_BA9	f1319	Dried fruit intake	0.0003289	TRUE	Brain Frontal Cortex BA9
Brain_Hippocampus	COVAR	17352	0.017984	0.030463	0.0056114	0.00067699	Brain_Hippocampus	f1319	Dried fruit intake	0.01760174	TRUE	Brain Hippocampus
Brain_Hypothalamus	COVAR	17352	0.015474	0.026644	0.0056907	0.0032755	Brain_Hypothalamus	f1319	Dried fruit intake	0.085163	FALSE	Brain Hypothalamus
Brain_Nucleus_accumbens_basa...	COVAR	17352	0.018036	0.031298	0.0053527	0.00037743	Brain_Nucleus_accumbens_basal_ganglia	f1319	Dried fruit intake	0.00981318	TRUE	Brain Nucleus accumbens basal ganglia
Brain_Putamen_basal_ganglia	COVAR	17352	0.019863	0.033808	0.0055957	0.00019332	Brain_Putamen_basal_ganglia	f1319	Dried fruit intake	0.00502632	TRUE	Brain Putamen basal ganglia
Brain_Spinal_cord_cervical_c...	COVAR	17352	0.0088203	0.01586	0.0060542	0.072582	Brain_Spinal_cord_cervical_c-1	f1319	Dried fruit intake	1	FALSE	Brain Spinal cord cervical c-1
Brain_Substantia_nigra	COVAR	17352	0.013988	0.024086	0.0060331	0.010218	Brain_Substantia_nigra	f1319	Dried fruit intake	0.265668	FALSE	Brain Substantia nigra
Breast_Mammary_Tissue	COVAR	17352	-0.02396	-0.046095	0.0088899	0.99648	Breast_Mammary_Tissue	f1319	Dried fruit intake	1	FALSE	Breast Mammary Tissue
Cells_Cultured_fibroblasts	COVAR	17352	0.00065922	0.001413	0.004588	0.44288	Cells_Cultured_fibroblasts	f1319	Dried fruit intake	1	FALSE	Cells Cultured fibroblasts
Cells_EBV-transformed_lympho...	COVAR	17352	0.0057303	0.012505	0.0034359	0.047687	Cells_EBV-transformed_lymphocytes	f1319	Dried fruit intake	1	FALSE	Cells EBV-transformed lymphocytes
Cervix_Ectocervix	COVAR	17352	-0.0037979	-0.0074487	0.0085444	0.67165	Cervix_Ectocervix	f1319	Dried fruit intake	1	FALSE	Cervix Ectocervix
Cervix_Endocervix	COVAR	17352	-0.0070096	-0.013885	0.0081363	0.80552	Cervix_Endocervix	f1319	Dried fruit intake	1	FALSE	Cervix Endocervix
Colon_Sigmoid	COVAR	17352	-0.012467	-0.024402	0.0088268	0.92108	Colon_Sigmoid	f1319	Dried fruit intake	1	FALSE	Colon Sigmoid
Colon_Transverse	COVAR	17352	-0.013365	-0.024588	0.0081387	0.94971	Colon_Transverse	f1319	Dried fruit intake	1	FALSE	Colon Transverse
Esophagus_Gastroesophageal_J...	COVAR	17352	-0.016126	-0.031759	0.0090706	0.96227	Esophagus_Gastroesophageal_Junction	f1319	Dried fruit intake	1	FALSE	Esophagus Gastroesophageal Junction
Esophagus_Mucosa	COVAR	17352	-0.006604	-0.01277	0.0053594	0.89106	Esophagus_Mucosa	f1319	Dried fruit intake	1	FALSE	Esophagus Mucosa
Esophagus_Muscularis	COVAR	17352	-0.017808	-0.035142	0.0087751	0.97878	Esophagus_Muscularis	f1319	Dried fruit intake	1	FALSE	Esophagus Muscularis
Fallopian_Tube	COVAR	17352	-0.019994	-0.038814	0.0083035	0.99197	Fallopian_Tube	f1319	Dried fruit intake	1	FALSE	Fallopian Tube
Heart_Atrial_Appendage	COVAR	17352	-0.017086	-0.030681	0.0067742	0.99416	Heart_Atrial_Appendage	f1319	Dried fruit intake	1	FALSE	Heart Atrial Appendage
Heart_Left_Ventricle	COVAR	17352	-0.015952	-0.026632	0.0064153	0.99355	Heart_Left_Ventricle	f1319	Dried fruit intake	1	FALSE	Heart Left Ventricle
Kidney_Cortex	COVAR	17352	-0.017805	-0.031302	0.0063639	0.99742	Kidney_Cortex	f1319	Dried fruit intake	1	FALSE	Kidney Cortex
Kidney_Medulla	COVAR	17352	-0.014626	-0.027062	0.0065144	0.98762	Kidney_Medulla	f1319	Dried fruit intake	1	FALSE	Kidney Medulla
Liver	COVAR	17352	-0.004272	-0.0076949	0.0044685	0.83047	Liver	f1319	Dried fruit intake	1	FALSE	Liver
Lung	COVAR	17352	-0.021091	-0.040797	0.0064047	0.9995	Lung	f1319	Dried fruit intake	1	FALSE	Lung
Minor_Salivary_Gland	COVAR	17352	-0.011131	-0.020723	0.006703	0.95159	Minor_Salivary_Gland	f1319	Dried fruit intake	1	FALSE	Minor Salivary Gland
Muscle_Skeletal	COVAR	17352	-0.0035453	-0.0067067	0.0048384	0.76814	Muscle_Skeletal	f1319	Dried fruit intake	1	FALSE	Muscle Skeletal
Nerve_Tibial	COVAR	17352	-0.0066938	-0.013479	0.0071042	0.82696	Nerve_Tibial	f1319	Dried fruit intake	1	FALSE	Nerve Tibial
Ovary	COVAR	17352	-0.0044942	-0.0091142	0.0067975	0.74574	Ovary	f1319	Dried fruit intake	1	FALSE	Ovary
Pancreas	COVAR	17352	-0.01003	-0.016776	0.0058867	0.95579	Pancreas	f1319	Dried fruit intake	1	FALSE	Pancreas
Pituitary	COVAR	17352	0.0079988	0.014918	0.0062857	0.1016	Pituitary	f1319	Dried fruit intake	1	FALSE	Pituitary
Prostate	COVAR	17352	-0.019072	-0.0362	0.0084095	0.98833	Prostate	f1319	Dried fruit intake	1	FALSE	Prostate
Skin_Not_Sun_Exposed_Suprapu...	COVAR	17352	-0.0068472	-0.013212	0.0054087	0.89722	Skin_Not_Sun_Exposed_Suprapubic	f1319	Dried fruit intake	1	FALSE	Skin Not Sun Exposed Suprapubic
Skin_Sun_Exposed_Lower_leg	COVAR	17352	-0.0078373	-0.015215	0.0054149	0.92609	Skin_Sun_Exposed_Lower_leg	f1319	Dried fruit intake	1	FALSE	Skin Sun Exposed Lower leg
Small_Intestine_Terminal_Ile...	COVAR	17352	-0.012219	-0.022482	0.006743	0.965	Small_Intestine_Terminal_Ileum	f1319	Dried fruit intake	1	FALSE	Small Intestine Terminal Ileum
Spleen	COVAR	17352	-0.012172	-0.024132	0.0051517	0.99092	Spleen	f1319	Dried fruit intake	1	FALSE	Spleen
Stomach	COVAR	17352	-0.015827	-0.028767	0.0083976	0.97026	Stomach	f1319	Dried fruit intake	1	FALSE	Stomach
Testis	COVAR	17352	0.0026682	0.0046072	0.0039238	0.24826	Testis	f1319	Dried fruit intake	1	FALSE	Testis
Thyroid	COVAR	17352	-0.0096043	-0.019026	0.0067631	0.9222	Thyroid	f1319	Dried fruit intake	1	FALSE	Thyroid
Uterus	COVAR	17352	-0.011399	-0.023237	0.0076842	0.93101	Uterus	f1319	Dried fruit intake	1	FALSE	Uterus
Vagina	COVAR	17352	-0.01268	-0.02426	0.0077507	0.94907	Vagina	f1319	Dried fruit intake	1	FALSE	Vagina
Whole_Blood	COVAR	17352	-0.00014715	-0.00026597	0.0039439	0.51488	Whole_Blood	f1319	Dried fruit intake	1	FALSE	Whole Blood
Adipose_Subcutaneous	COVAR	17341	-0.016078	-0.032088	0.0068478	0.99055	Adipose_Subcutaneous	f1359	Poultry intake	1	FALSE	Adipose Subcutaneous
Adipose_Visceral_Omentum	COVAR	17341	-0.0081071	-0.015748	0.0070746	0.87408	Adipose_Visceral_Omentum	f1359	Poultry intake	1	FALSE	Adipose Visceral Omentum
Adrenal_Gland	COVAR	17341	0.0050922	0.0098301	0.0063397	0.21093	Adrenal_Gland	f1359	Poultry intake	1	FALSE	Adrenal Gland
Artery_Aorta	COVAR	17341	-0.010221	-0.020858	0.006506	0.9419	Artery_Aorta	f1359	Poultry intake	1	FALSE	Artery Aorta
Artery_Coronary	COVAR	17341	-0.014395	-0.028657	0.0075263	0.97209	Artery_Coronary	f1359	Poultry intake	1	FALSE	Artery Coronary
Artery_Tibial	COVAR	17341	-0.014913	-0.030704	0.0063653	0.99043	Artery_Tibial	f1359	Poultry intake	1	FALSE	Artery Tibial
Bladder	COVAR	17341	-0.0074053	-0.014435	0.0083366	0.8128	Bladder	f1359	Poultry intake	1	FALSE	Bladder
Brain_Amygdala	COVAR	17341	0.002232	0.0038024	0.0050066	0.32787	Brain_Amygdala	f1359	Poultry intake	1	FALSE	Brain Amygdala
Brain_Anterior_cingulate_cor...	COVAR	17341	0.0016852	0.0029768	0.0046091	0.35732	Brain_Anterior_cingulate_cortex_BA24	f1359	Poultry intake	1	FALSE	Brain Anterior cingulate cortex BA24
Brain_Caudate_basal_ganglia	COVAR	17341	0.0036279	0.006267	0.0050132	0.23464	Brain_Caudate_basal_ganglia	f1359	Poultry intake	1	FALSE	Brain Caudate basal ganglia
Brain_Cerebellar_Hemisphere	COVAR	17341	0.0073354	0.01472	0.0038735	0.029139	Brain_Cerebellar_Hemisphere	f1359	Poultry intake	0.757614	FALSE	Brain Cerebellar Hemisphere
Brain_Cerebellum	COVAR	17341	0.0079386	0.015759	0.0039927	0.023398	Brain_Cerebellum	f1359	Poultry intake	0.608348	FALSE	Brain Cerebellum
Brain_Cortex	COVAR	17341	0.0025134	0.0045836	0.0045501	0.29035	Brain_Cortex	f1359	Poultry intake	1	FALSE	Brain Cortex
Brain_Frontal_Cortex_BA9	COVAR	17341	0.0023859	0.0043964	0.004397	0.2937	Brain_Frontal_Cortex_BA9	f1359	Poultry intake	1	FALSE	Brain Frontal Cortex BA9
Brain_Hippocampus	COVAR	17341	0.0032894	0.0055705	0.0051025	0.25958	Brain_Hippocampus	f1359	Poultry intake	1	FALSE	Brain Hippocampus
Brain_Hypothalamus	COVAR	17341	0.0036259	0.0062419	0.0051597	0.24111	Brain_Hypothalamus	f1359	Poultry intake	1	FALSE	Brain Hypothalamus
